Epoch: 0, time: 0.914, Train Loss: 3.900e-01,Vali Loss: 2.847e-01, Train l2: 1.0798, Vali l2: 0.7157
Epoch: 1, time: 0.516, Train Loss: 1.992e-01,Vali Loss: 3.136e-01, Train l2: 0.5299, Vali l2: 0.7645
Epoch: 2, time: 0.516, Train Loss: 1.302e-01,Vali Loss: 3.885e-01, Train l2: 0.3752, Vali l2: 1.0227
Epoch: 3, time: 0.516, Train Loss: 1.092e-01,Vali Loss: 3.330e-01, Train l2: 0.5348, Vali l2: 0.8578
Epoch: 4, time: 0.517, Train Loss: 9.011e-02,Vali Loss: 3.408e-01, Train l2: 0.5993, Vali l2: 0.7754
Epoch: 5, time: 0.516, Train Loss: 8.369e-02,Vali Loss: 3.273e-01, Train l2: 0.5809, Vali l2: 0.7823
Epoch: 6, time: 0.516, Train Loss: 7.380e-02,Vali Loss: 3.342e-01, Train l2: 0.3323, Vali l2: 0.9004
Epoch: 7, time: 0.516, Train Loss: 6.953e-02,Vali Loss: 4.092e-01, Train l2: 0.3421, Vali l2: 0.8465
Epoch: 8, time: 0.516, Train Loss: 5.950e-02,Vali Loss: 3.127e-01, Train l2: 0.2053, Vali l2: 0.7493
Epoch: 9, time: 0.516, Train Loss: 6.769e-02,Vali Loss: 4.089e-01, Train l2: 0.2309, Vali l2: 0.8340
Epoch: 10, time: 0.517, Train Loss: 6.314e-02,Vali Loss: 3.883e-01, Train l2: 0.2195, Vali l2: 0.8311
Epoch: 11, time: 0.516, Train Loss: 6.553e-02,Vali Loss: 3.862e-01, Train l2: 0.2558, Vali l2: 0.8299
Epoch: 12, time: 0.516, Train Loss: 7.579e-02,Vali Loss: 3.593e-01, Train l2: 0.3192, Vali l2: 0.8471
Epoch: 13, time: 0.519, Train Loss: 6.090e-02,Vali Loss: 3.386e-01, Train l2: 0.2485, Vali l2: 0.7610
Epoch: 14, time: 0.516, Train Loss: 7.034e-02,Vali Loss: 3.407e-01, Train l2: 0.2171, Vali l2: 0.7900
Epoch: 15, time: 0.516, Train Loss: 6.705e-02,Vali Loss: 4.015e-01, Train l2: 0.2231, Vali l2: 0.8035
Epoch: 16, time: 0.516, Train Loss: 5.610e-02,Vali Loss: 4.161e-01, Train l2: 0.1870, Vali l2: 0.8599
Epoch: 17, time: 0.517, Train Loss: 5.136e-02,Vali Loss: 3.468e-01, Train l2: 0.2212, Vali l2: 0.8138
Epoch: 18, time: 0.516, Train Loss: 6.502e-02,Vali Loss: 3.488e-01, Train l2: 0.2056, Vali l2: 0.7896
Epoch: 19, time: 0.516, Train Loss: 5.640e-02,Vali Loss: 3.997e-01, Train l2: 0.1684, Vali l2: 0.8358
Epoch: 20, time: 0.516, Train Loss: 5.531e-02,Vali Loss: 3.357e-01, Train l2: 0.1808, Vali l2: 0.7681
Epoch: 21, time: 0.518, Train Loss: 9.730e-02,Vali Loss: 3.403e-01, Train l2: 0.2430, Vali l2: 0.7723
