Epoch: 0, time: 1.143, Train Loss: 6.105e-01,Vali Loss: 4.854e-01, Train l2: 1.7992, Vali l2: 1.4428
Epoch: 1, time: 0.281, Train Loss: 5.437e-01,Vali Loss: 4.806e-01, Train l2: 1.8005, Vali l2: 1.4887
Epoch: 2, time: 0.304, Train Loss: 5.807e-01,Vali Loss: 4.757e-01, Train l2: 1.6705, Vali l2: 1.5221
Epoch: 3, time: 0.296, Train Loss: 5.041e-01,Vali Loss: 4.223e-01, Train l2: 1.6708, Vali l2: 1.2521
Epoch: 4, time: 0.310, Train Loss: 4.954e-01,Vali Loss: 4.241e-01, Train l2: 1.2855, Vali l2: 1.0589
Epoch: 5, time: 0.320, Train Loss: 4.814e-01,Vali Loss: 4.311e-01, Train l2: 1.1216, Vali l2: 1.2095
Epoch: 6, time: 0.291, Train Loss: 5.054e-01,Vali Loss: 4.438e-01, Train l2: 1.4211, Vali l2: 1.3511
Epoch: 7, time: 0.296, Train Loss: 5.121e-01,Vali Loss: 4.182e-01, Train l2: 1.3482, Vali l2: 1.0926
Epoch: 8, time: 0.281, Train Loss: 5.115e-01,Vali Loss: 4.662e-01, Train l2: 1.3314, Vali l2: 1.2042
Epoch: 9, time: 0.319, Train Loss: 4.845e-01,Vali Loss: 3.906e-01, Train l2: 1.1822, Vali l2: 1.0514
Epoch: 10, time: 0.298, Train Loss: 4.832e-01,Vali Loss: 4.387e-01, Train l2: 1.1981, Vali l2: 1.1167
Epoch: 11, time: 0.306, Train Loss: 5.002e-01,Vali Loss: 4.337e-01, Train l2: 1.2335, Vali l2: 1.2999
Epoch: 12, time: 0.320, Train Loss: 5.003e-01,Vali Loss: 3.884e-01, Train l2: 1.4618, Vali l2: 1.1012
Epoch: 13, time: 0.323, Train Loss: 4.745e-01,Vali Loss: 3.656e-01, Train l2: 1.2045, Vali l2: 1.0034
Epoch: 14, time: 0.248, Train Loss: 4.557e-01,Vali Loss: 4.005e-01, Train l2: 1.0784, Vali l2: 0.9962
Epoch: 15, time: 0.304, Train Loss: 4.490e-01,Vali Loss: 3.928e-01, Train l2: 1.0466, Vali l2: 0.9736
Epoch: 16, time: 0.321, Train Loss: 4.445e-01,Vali Loss: 3.706e-01, Train l2: 1.0707, Vali l2: 1.1143
Epoch: 17, time: 0.306, Train Loss: 4.431e-01,Vali Loss: 3.607e-01, Train l2: 1.0823, Vali l2: 0.9785
Epoch: 18, time: 0.301, Train Loss: 4.449e-01,Vali Loss: 3.564e-01, Train l2: 1.0609, Vali l2: 0.9865
Epoch: 19, time: 0.308, Train Loss: 4.397e-01,Vali Loss: 3.717e-01, Train l2: 1.0059, Vali l2: 0.9553
Epoch: 20, time: 0.284, Train Loss: 4.352e-01,Vali Loss: 3.680e-01, Train l2: 0.9814, Vali l2: 0.9622
Epoch: 21, time: 0.285, Train Loss: 4.337e-01,Vali Loss: 3.346e-01, Train l2: 1.0122, Vali l2: 0.9294
Epoch: 22, time: 0.311, Train Loss: 4.311e-01,Vali Loss: 3.908e-01, Train l2: 0.9947, Vali l2: 0.9354
Epoch: 23, time: 0.305, Train Loss: 4.253e-01,Vali Loss: 3.814e-01, Train l2: 0.9847, Vali l2: 0.9544
Epoch: 24, time: 0.326, Train Loss: 4.294e-01,Vali Loss: 3.509e-01, Train l2: 1.0229, Vali l2: 0.9625
Epoch: 25, time: 0.311, Train Loss: 4.329e-01,Vali Loss: 3.535e-01, Train l2: 1.0569, Vali l2: 0.9762
Epoch: 26, time: 0.288, Train Loss: 4.299e-01,Vali Loss: 3.619e-01, Train l2: 1.0893, Vali l2: 0.9462
Epoch: 27, time: 0.289, Train Loss: 4.397e-01,Vali Loss: 4.244e-01, Train l2: 1.0356, Vali l2: 0.9733
Epoch: 28, time: 0.313, Train Loss: 4.430e-01,Vali Loss: 3.689e-01, Train l2: 1.0119, Vali l2: 0.9486
Epoch: 29, time: 0.316, Train Loss: 4.368e-01,Vali Loss: 3.930e-01, Train l2: 1.0303, Vali l2: 0.9782
