Epoch: 0, time: 2.187, Train Loss: 3.785e-01,Vali Loss: 2.406e-01, Train l2: 1.0959, Vali l2: 0.7386
Epoch: 1, time: 1.739, Train Loss: 1.802e-01,Vali Loss: 3.108e-01, Train l2: 0.6444, Vali l2: 0.8404
Epoch: 2, time: 1.734, Train Loss: 1.213e-01,Vali Loss: 2.525e-01, Train l2: 0.4789, Vali l2: 0.6864
Epoch: 3, time: 1.745, Train Loss: 9.347e-02,Vali Loss: 3.516e-01, Train l2: 0.3154, Vali l2: 0.7608
Epoch: 4, time: 1.732, Train Loss: 9.765e-02,Vali Loss: 3.175e-01, Train l2: 0.3084, Vali l2: 0.7557
Epoch: 5, time: 1.733, Train Loss: 8.291e-02,Vali Loss: 2.764e-01, Train l2: 0.2334, Vali l2: 0.6957
Epoch: 6, time: 1.729, Train Loss: 6.372e-02,Vali Loss: 2.678e-01, Train l2: 0.1808, Vali l2: 0.6828
Epoch: 7, time: 1.736, Train Loss: 6.465e-02,Vali Loss: 2.665e-01, Train l2: 0.1939, Vali l2: 0.6794
Epoch: 8, time: 1.733, Train Loss: 6.694e-02,Vali Loss: 3.359e-01, Train l2: 0.2036, Vali l2: 0.7382
Epoch: 9, time: 1.733, Train Loss: 6.061e-02,Vali Loss: 3.326e-01, Train l2: 0.1989, Vali l2: 0.7214
Epoch: 10, time: 1.745, Train Loss: 6.495e-02,Vali Loss: 3.182e-01, Train l2: 0.2275, Vali l2: 0.7339
Epoch: 11, time: 1.733, Train Loss: 5.872e-02,Vali Loss: 3.076e-01, Train l2: 0.1913, Vali l2: 0.7206
Epoch: 12, time: 1.735, Train Loss: 5.219e-02,Vali Loss: 2.945e-01, Train l2: 0.1711, Vali l2: 0.7158
Epoch: 13, time: 1.728, Train Loss: 5.740e-02,Vali Loss: 3.276e-01, Train l2: 0.1781, Vali l2: 0.7298
Epoch: 14, time: 1.740, Train Loss: 5.110e-02,Vali Loss: 3.049e-01, Train l2: 0.1543, Vali l2: 0.7207
Epoch: 15, time: 1.733, Train Loss: 5.208e-02,Vali Loss: 2.731e-01, Train l2: 0.1554, Vali l2: 0.6739
Epoch: 16, time: 1.734, Train Loss: 7.763e-02,Vali Loss: 3.131e-01, Train l2: 0.2084, Vali l2: 0.7383
Epoch: 17, time: 1.746, Train Loss: 6.171e-02,Vali Loss: 2.841e-01, Train l2: 0.2037, Vali l2: 0.6870
Epoch: 18, time: 1.731, Train Loss: 4.655e-02,Vali Loss: 3.153e-01, Train l2: 0.1674, Vali l2: 0.7118
Epoch: 19, time: 1.734, Train Loss: 4.561e-02,Vali Loss: 3.149e-01, Train l2: 0.1501, Vali l2: 0.7207
Epoch: 20, time: 1.729, Train Loss: 5.689e-02,Vali Loss: 2.706e-01, Train l2: 0.1837, Vali l2: 0.6705
Epoch: 21, time: 1.737, Train Loss: 6.537e-02,Vali Loss: 3.185e-01, Train l2: 0.2044, Vali l2: 0.7085
Epoch: 22, time: 1.735, Train Loss: 5.191e-02,Vali Loss: 3.574e-01, Train l2: 0.1865, Vali l2: 0.7745
Epoch: 23, time: 1.734, Train Loss: 5.647e-02,Vali Loss: 3.153e-01, Train l2: 0.1704, Vali l2: 0.7521
Epoch: 24, time: 1.745, Train Loss: 4.386e-02,Vali Loss: 3.008e-01, Train l2: 0.1585, Vali l2: 0.7267
